Date,volume,January_volume,October_volume,April_volume
2010-11-15,3551.3002,null,null,null
2010-12-15,3810.5292,null,null,null
2011-01-15,4401.6019,4401.6019,null,null
2011-02-15,4975.3981,null,null,null
2011-03-15,5633.6359,null,null,null
2011-04-15,5971.9682,null,null,5971.9682
2011-10-15,null,null,null,null
2011-10-15,2144.049,null,2144.049,null
2011-11-15,3237.179,null,null,null
2011-12-15,3719.3009,null,null,null
2012-01-15,4373.48,4373.48,null,null
2012-02-15,4733.4266,null,null,null
2012-03-15,5488.3666,null,null,null
2012-04-15,5974.7227,null,null,5974.7227
2012-10-15,null,null,null,null
2012-10-15,2319.0516,null,2319.0516,null
2012-11-15,3737.9291,null,null,null
2012-12-15,4104.4743,null,null,null
2013-01-15,4592.0683,4592.0683,null,null
2013-02-15,4762.5429,null,null,null
2013-03-15,5571.1548,null,null,null
2013-04-15,5746.3984,null,null,5746.3984
2013-10-15,null,null,null,null
2013-10-15,3835.1732,null,3835.1732,null
2013-11-15,4654.1609,null,null,null
2013-12-15,5176.2281,null,null,null
2014-01-15,5612.1266,5612.1266,null,null
2014-02-15,6294.8792,null,null,null
2014-03-15,6797.8541,null,null,null
2014-04-15,6683.1007,null,null,6683.1007
2014-10-15,null,null,null,null
2014-10-15,3234.7473,null,3234.7473,null
2014-11-15,4340.9608,null,null,null
2014-12-15,4705.0575,null,null,null
2015-01-15,5215.3346,5215.3346,null,null
2015-02-15,5746.8027,null,null,null
2015-03-15,6264.6088,null,null,null
2015-04-15,6562.1646,null,null,6562.1646
2015-10-15,null,null,null,null
2015-10-15,2928.1248,null,2928.1248,null
2015-11-15,4037.3173,null,null,null
2015-12-15,4332.7277,null,null,null
2016-01-15,4594.416,4594.416,null,null
2016-02-15,5013.7971,null,null,null
2016-03-15,5457.9417,null,null,null
2016-04-15,5583.563,null,null,5583.563
2016-10-15,null,null,null,null
2016-10-15,2420.0273,null,2420.0273,null
2016-11-15,3367.7813,null,null,null
2016-12-15,3891.4318,null,null,null
2017-01-15,4558.5505,4558.5505,null,null
2017-02-15,4903.6052,null,null,null
2017-03-15,5546.7545,null,null,null
2017-04-15,5790.3089,null,null,5790.3089
2017-10-15,null,null,null,null
2017-10-15,2870.2347,null,2870.2347,null
2017-11-15,4002.5,null,null,null
2017-12-15,4343.828,null,null,null
2018-01-15,4727.8205,4727.8205,null,null
2018-02-15,5289.541,null,null,null
2018-03-15,5679.8801,null,null,null
2018-04-15,5872.362,null,null,5872.362
2018-10-15,null,null,null,null
2018-10-15,2957.8557,null,2957.8557,null
2018-11-15,4145.8211,null,null,null
2018-12-15,4512.4919,null,null,null
2019-01-15,4674.4327,4674.4327,null,null
2019-02-15,5211.5903,null,null,null
2019-03-15,5910.8614,null,null,null
2019-04-15,6278.6376,null,null,6278.6376
2019-10-15,null,null,null,null
2019-10-15,2752.7283,null,2752.7283,null
2019-11-15,3947.3591,null,null,null
2019-12-15,4340.9254,null,null,null
2020-01-15,4518.4715,4518.4715,null,null
2020-02-15,4874.3522,null,null,null
2020-03-15,5524.6883,null,null,null
2020-04-15,6044.4936,null,null,6044.4936
2020-10-15,null,null,null,null
2020-10-15,2458.0329,null,2458.0329,null
2020-11-15,3507.1432,null,null,null
2020-12-15,4017.7498,null,null,null
2021-01-15,4229.4844,4229.4844,null,null
2021-02-15,4525.6574,null,null,null
2021-03-15,4938.1402,null,null,null
2021-04-15,5442.6358,null,null,5442.6358
2021-10-15,null,null,null,null
2021-10-15,3072.1544,null,3072.1544,null
2021-11-15,4028.8535,null,null,null
2021-12-15,4410.2863,null,null,null
2022-01-15,4833.6467,4833.6467,null,null
2022-02-15,5394.963,null,null,null
2022-03-15,6249.1434,null,null,null
2022-04-15,6369.3254,null,null,6369.3254
2022-10-15,null,null,null,null
2022-10-15,2447.1367,null,2447.1367,null
2022-11-15,3393.0749,null,null,null
2022-12-15,3879.0079,null,null,null
2023-01-15,4401.52,4401.52,null,null
2023-02-15,4807.4816,null,null,null
2023-03-15,5493.3055,null,null,null
2023-04-15,5535.6005,null,null,5535.6005
2023-10-15,null,null,null,null
2023-10-15,2261.4986,null,2261.4986,null
